city,state_id,lat,lng,population
New York,NY,40.6943,-73.9249,18972871
Los Angeles,CA,34.1141,-118.4068,12121244
Chicago,IL,41.8375,-87.6866,8595181
Miami,FL,25.7840,-80.2101,5711945
Dallas,TX,32.7935,-96.7667,5668165
Houston,TX,29.7860,-95.3885,5650910
Philadelphia,PA,40.0077,-75.1339,5512873
Atlanta,GA,33.7628,-84.4220,5046555
Washington,DC,38.9047,-77.0163,4810669
Boston,MA,42.3188,-71.0852,4208580
Phoenix,AZ,33.5722,-112.0892,4047095
Detroit,MI,42.3834,-83.1024,3522856
Seattle,WA,47.6211,-122.3244,3438221
San Francisco,CA,37.7558,-122.4449,3290197
San Diego,CA,32.8313,-117.1222,3084174
Minneapolis,MN,44.9635,-93.2678,2856952
Brooklyn,NY,40.6501,-73.9496,2736074
Tampa,FL,27.9945,-82.4447,2683956
Denver,CO,39.7620,-104.8758,2650725
Queens,NY,40.7498,-73.7976,2405464
Baltimore,MD,39.3051,-76.6144,2205092
Las Vegas,NV,36.2333,-115.2654,2150373
St. Louis,MO,38.6359,-90.2451,2092481
Portland,OR,45.5371,-122.6500,2036875
Riverside,CA,33.9381,-117.3949,2022285
Orlando,FL,28.4773,-81.3370,1927699
Sacramento,CA,38.5677,-121.4685,1924167
San Juan,PR,18.3985,-66.0610,1915105
San Antonio,TX,29.4632,-98.5238,1910785
San Jose,CA,37.3012,-121.8480,1729879
Pittsburgh,PA,40.4397,-79.9763,1720279
Cincinnati,OH,39.1413,-84.5060,1712287
Manhattan,NY,40.7834,-73.9662,1694263
Cleveland,OH,41.4764,-81.6805,1683059
Indianapolis,IN,39.7771,-86.1458,1659305
Austin,TX,30.3005,-97.7522,1659251
Kansas City,MO,39.1238,-94.5541,1644497
Columbus,OH,39.9862,-82.9855,1556848
Charlotte,NC,35.2083,-80.8303,1516107
Virginia Beach,VA,36.7335,-76.0435,1500764
Bronx,NY,40.8501,-73.8662,1472654
Milwaukee,WI,43.0642,-87.9675,1340981
Providence,RI,41.8230,-71.4187,1270149
Jacksonville,FL,30.3322,-81.6749,1220191
Salt Lake City,UT,40.7776,-111.9311,1135344
Nashville,TN,36.1715,-86.7842,1098486
Raleigh,NC,35.8324,-78.6429,1062018
Memphis,TN,35.1087,-89.9663,1034498
Louisville,KY,38.1663,-85.6485,1022630
Richmond,VA,37.5295,-77.4756,1008069
Buffalo,NY,42.9018,-78.8487,1004655
Oklahoma City,OK,35.4676,-97.5136,994284
Bridgeport,CT,41.1918,-73.1954,975078
New Orleans,LA,30.0687,-89.9288,925443
Fort Worth,TX,32.7817,-97.3474,908469
Hartford,CT,41.7661,-72.6834,907046
Tucson,AZ,32.1541,-110.8787,875284
Honolulu,HI,21.3294,-157.8460,835291
McAllen,TX,26.2252,-98.2467,809002
Omaha,NE,41.2627,-96.0529,806485
El Paso,TX,31.8476,-106.4300,794344
Albuquerque,NM,35.1054,-106.6465,765693
Rochester,NY,43.1680,-77.6162,737309
Sarasota,FL,27.3387,-82.5432,727388
Fresno,CA,36.7830,-119.7939,719558
Tulsa,OK,36.1283,-95.9042,715983
Allentown,PA,40.5961,-75.4756,714136
Dayton,OH,39.7805,-84.2003,709300
Birmingham,AL,33.5279,-86.7971,704676
Charleston,SC,32.8168,-79.9687,685517
Cape Coral,FL,26.6443,-81.9957,682773
Columbia,SC,34.0378,-80.9036,640502
Concord,CA,37.9722,-122.0016,640270
Colorado Springs,CO,38.8674,-104.7605,628808
Springfield,MA,42.1155,-72.5395,620494
Knoxville,TN,35.9692,-83.9496,619925
Baton Rouge,LA,30.4420,-91.1311,610751
Ogden,UT,41.2279,-111.9682,608259
Grand Rapids,MI,42.9619,-85.6562,604311
Albany,NY,42.6664,-73.7987,604077
Bakersfield,CA,35.3529,-119.0359,590845
Mission Viejo,CA,33.6096,-117.6551,588540
New Haven,CT,41.3113,-72.9246,587648
Worcester,MA,42.2705,-71.8079,573573
Provo,UT,40.2457,-111.6457,551645
Akron,OH,41.0798,-81.5219,546549
Palm Bay,FL,27.9631,-80.6593,528322
Des Moines,IA,41.5725,-93.6105,514654
Murrieta,CA,33.5719,-117.1909,509526
Mesa,AZ,33.4015,-111.7178,497752
Staten Island,NY,40.5834,-74.1496,495747
Wichita,KS,37.6895,-97.3443,491916
Toledo,OH,41.6638,-83.5827,490832
Harrisburg,PA,40.2752,-76.8843,472261
Port St. Lucie,FL,27.2796,-80.3884,468979
Long Beach,CA,33.7977,-118.1670,466565
Reno,NV,39.5497,-119.8483,463328
Madison,WI,43.0822,-89.3930,461778
Little Rock,AR,34.7256,-92.3577,457379
Greenville,SC,34.8354,-82.3646,450487
Denton,TX,33.2175,-97.1418,445814
Spokane,WA,47.6671,-117.4330,440270
Oakland,CA,37.7904,-122.2166,437548
Lancaster,PA,40.0420,-76.3012,430621
Poughkeepsie,NY,41.6950,-73.9211,423386
Boise,ID,43.6005,-116.2308,422665
Winston-Salem,NC,36.1029,-80.2610,420400
Syracuse,NY,43.0407,-76.1437,418875
Augusta,GA,33.3645,-82.0708,409668
Stockton,CA,37.9765,-121.3109,406822
Palm Coast,FL,29.5389,-81.2457,403834
Chattanooga,TN,35.0660,-85.2481,403233
Kissimmee,FL,28.3041,-81.4169,399929
Durham,NC,35.9792,-78.9022,399762
Arlington,TX,32.6998,-97.1250,392304
Victorville,CA,34.5277,-117.3536,389060
Aurora,CO,39.7083,-104.7237,383496
Modesto,CA,37.6375,-121.0028,382994
Lancaster,CA,34.6935,-118.1753,381732
Fayetteville,AR,36.0714,-94.1661,381636
Scranton,PA,41.4044,-75.6649,376974
Oxnard,CA,34.1964,-119.1815,366330
Youngstown,OH,41.0993,-80.6463,363541
Indio,CA,33.7346,-116.2346,361831
Pensacola,FL,30.4413,-87.1911,360711
Anaheim,CA,33.8390,-117.8574,348204
Bonita Springs,FL,26.3558,-81.7859,347581
Greensboro,NC,36.0956,-79.8271,345270
Huntsville,AL,34.6981,-86.6412,339136
Corpus Christi,TX,27.7254,-97.3767,333764
Fort Wayne,IN,41.0888,-85.1436,330305
Fayetteville,NC,35.0850,-78.9772,328827
Ann Arbor,MI,42.2759,-83.7310,327814
Jackson,MS,32.3157,-90.2125,326977
Antioch,CA,37.9787,-121.7960,322796
Mobile,AL,30.6782,-88.1162,322079
Lexington,KY,38.0423,-84.4587,321354
Asheville,NC,35.5707,-82.5537,316694
Trenton,NJ,40.2237,-74.7641,316436
Santa Rosa,CA,38.4458,-122.7067,314196
Santa Ana,CA,33.7367,-117.8819,313818
Lansing,MI,42.7142,-84.5601,312829
Henderson,NV,36.0133,-115.0381,311250
St. Paul,MN,44.9478,-93.1039,309751
Lakeland,FL,28.0557,-81.9545,308994
Newark,NJ,40.7245,-74.1725,306247
Fort Collins,CO,40.5477,-105.0656,301596
Reading,PA,40.3400,-75.9267,299068
Springfield,MO,37.1943,-93.2916,298722
Irvine,CA,33.6772,-117.7738,297868
Anchorage,AK,61.1508,-149.1091,292545
The Woodlands,TX,30.1738,-95.5134,292380
South Bend,IN,41.6767,-86.2696,290915
Rockford,IL,42.2596,-89.0640,289763
Savannah,GA,32.0286,-81.1821,289607
Lincoln,NE,40.8099,-96.6784,289136
Jersey City,NJ,40.7184,-74.0686,287146
Round Lake Beach,IL,42.3791,-88.0811,287012
Flint,MI,43.0236,-83.6921,286324
Shreveport,LA,32.4653,-93.7955,286200
Plano,TX,33.0502,-96.7486,282181
Myrtle Beach,SC,33.7094,-78.8844,281180
Davenport,IA,41.5565,-90.6053,280282
Canton,OH,40.8078,-81.3676,277741
Santa Clarita,CA,34.4175,-118.4964,275230
Chula Vista,CA,32.6281,-117.0144,274818
Eugene,OR,44.0564,-123.1174,273904
Chandler,AZ,33.2825,-111.8514,272439
Salem,OR,44.9233,-123.0244,268634
Concord,NC,35.3933,-80.6369,264492
Gilbert,AZ,33.3100,-111.7463,262249
Columbus,GA,32.5100,-84.8771,262061
Aguadilla,PR,18.4382,-67.1537,260331
Lubbock,TX,33.5657,-101.8879,259946
North Las Vegas,NV,36.2883,-115.0888,259638
St. Petersburg,FL,27.7931,-82.6652,258245
Tallahassee,FL,30.4551,-84.2527,257648
Laredo,TX,27.5625,-99.4874,256748
Peoria,IL,40.7520,-89.6154,255718
Avondale,AZ,33.3873,-112.3235,254537
Lafayette,LA,30.2082,-92.0325,254286
Irving,TX,32.8583,-96.9702,254184
Montgomery,AL,32.3482,-86.2668,253711
Visalia,CA,36.3276,-119.3269,249804
McKinney,TX,33.2016,-96.6670,248840
Wilmington,NC,34.2099,-77.8866,247372
Chesapeake,VA,36.6778,-76.3023,247172
Glendale,AZ,33.5791,-112.2311,245685
Garland,TX,32.9100,-96.6304,245075
Kennewick,WA,46.1978,-119.1732,241230
Winter Haven,FL,28.0118,-81.7014,240768
Scottsdale,AZ,33.6872,-111.8651,238685
Norfolk,VA,36.8945,-76.2590,238556
Killeen,TX,31.0753,-97.7297,238288
York,PA,39.9651,-76.7315,236818
Atlantic City,NJ,39.3797,-74.4527,236314
Nashua,NH,42.7491,-71.4910,235982
Arlington,VA,38.8786,-77.1011,235764
Brownsville,TX,25.9975,-97.4580,235735
Fremont,CA,37.5265,-121.9843,231502
Gulfport,MS,30.4274,-89.0704,231423
Evansville,IN,37.9881,-87.5341,226788
Hialeah,FL,25.8696,-80.3045,224362
Navarre,FL,30.4174,-86.8907,223951
Bel Air South,MD,39.5022,-76.3113,222834
North Port,FL,27.0576,-82.1977,221616
San Bernardino,CA,34.1416,-117.2943,220821
Portland,ME,43.6773,-70.2715,220807
Enterprise,NV,36.0091,-115.2278,219566
Bremerton,WA,47.5436,-122.7121,219538
Green Bay,WI,44.5148,-87.9895,219472
Appleton,WI,44.2780,-88.3892,218448
Spring Valley,NV,36.0952,-115.2636,217441
Tacoma,WA,47.2431,-122.4531,217332
Spartanburg,SC,34.9442,-81.9251,216021
Roanoke,VA,37.2785,-79.9581,215781
Gainesville,FL,29.6804,-82.3459,213287
Deltona,FL,28.9050,-81.2137,212616
Kalamazoo,MI,42.2749,-85.5882,212033
Thousand Oaks,CA,34.1914,-118.8756,211045
Hickory,NC,35.7410,-81.3223,211042
Yonkers,NY,40.9466,-73.8673,209730
Moreno Valley,CA,33.9244,-117.2045,208371
Fontana,CA,34.0968,-117.4599,208087
College Station,TX,30.5852,-96.2959,207514
Fargo,ND,46.8651,-96.8292,207310
Amarillo,TX,35.1984,-101.8316,204357
Norwich,CT,41.5495,-72.0882,201726
Olympia,WA,47.0417,-122.8959,200836
Waterbury,CT,41.5582,-73.0361,199552
Salinas,CA,36.6883,-121.6317,199290
Huntington,WV,38.4109,-82.4345,199133
Huntington Beach,CA,33.6960,-118.0018,198735
Clarksville,TN,36.5692,-87.3413,198689
Santa Barbara,CA,34.4285,-119.7202,198240
Glendale,CA,34.1819,-118.2468,196512
Sunrise Manor,NV,36.1783,-115.0487,196411
Grand Prairie,TX,32.6871,-97.0208,195992
Overland Park,KS,38.8870,-94.6870,195249
Hagerstown,MD,39.6401,-77.7217,194602
Nampa,ID,43.5844,-116.5638,194547
Gastonia,NC,35.2494,-81.1854,194190
Frisco,TX,33.1560,-96.8216,193140
Cedar Rapids,IA,41.9662,-91.6783,192714
Hemet,CA,33.7341,-116.9969,191170
Paradise,NV,36.0872,-115.1355,189852
Sioux Falls,SD,43.5396,-96.7311,189258
Vancouver,WA,45.6366,-122.5967,188331
Peoria,AZ,33.7843,-112.2989,187733
Waco,TX,31.5599,-97.1882,187172
Lorain,OH,41.4409,-82.1840,186500
Erie,PA,42.1167,-80.0733,186489
Newport News,VA,37.1051,-76.5185,185069
Aurora,IL,41.7638,-88.2902,183447
Fort Lauderdale,FL,26.1412,-80.1464,182247
Vallejo,CA,38.1125,-122.2342,181882
Murfreesboro,TN,35.8490,-86.4121,181450
Spring Hill,FL,28.4798,-82.5300,179668
Tempe,AZ,33.3881,-111.9319,178862
High Point,NC,35.9910,-79.9937,178800
Medford,OR,42.3372,-122.8540,178457
Danbury,CT,41.4015,-73.4709,177722
Elk Grove,CA,38.4161,-121.3842,175510
Ontario,CA,34.0393,-117.6064,175223
Frederick,MD,39.4337,-77.4141,175032
Vero Beach South,FL,27.6132,-80.4163,174748
Ocala,FL,29.1780,-82.1511,174618
Oceanside,CA,33.2247,-117.3083,174461
Rancho Cucamonga,CA,34.1247,-117.5667,173946
Garden Grove,CA,33.7787,-117.9601,172708
Cary,NC,35.7819,-78.8195,171603
Pembroke Pines,FL,26.0128,-80.3382,170346
Bayamón,PR,18.3794,-66.1635,170028
Palmdale,CA,34.5944,-118.1057,167987
Manchester,NH,42.9848,-71.4447,167568
Lafayette,IN,40.3991,-86.8593,166793
Santa Cruz,CA,36.9789,-122.0346,165933
Marysville,WA,48.0809,-122.1561,164655
Muskegon,MI,43.2281,-86.2562,164136
Springfield,IL,39.7709,-89.6540,162588
Hayward,CA,37.6328,-122.0766,162254
New Bedford,MA,41.6697,-70.9428,158353
Alexandria,VA,38.8185,-77.0861,158185
Paterson,NJ,40.9147,-74.1624,157927
Corona,CA,33.8616,-117.5649,157844
Merced,CA,37.3057,-120.4779,157617
Warner Robins,GA,32.5961,-83.6527,157416
Port Arthur,TX,29.8554,-93.9264,156988
Macon,GA,32.8065,-83.6974,156711
Kansas City,KS,39.1235,-94.7443,155745
Lakewood,CO,39.6977,-105.1172,155608
Sunnyvale,CA,37.3836,-122.0255,155550
Fredericksburg,VA,38.2992,-77.4872,155414
Leesburg,FL,28.7672,-81.8962,154301
Champaign,IL,40.1142,-88.2737,153278
Hollywood,FL,26.0293,-80.1679,152597
Pasadena,TX,29.6575,-95.1498,151964
Pomona,CA,34.0585,-117.7626,151592
Escondido,CA,33.1348,-117.0723,151443
Joliet,IL,41.5188,-88.1499,150323
Lake Charles,LA,30.2010,-93.2111,150036
Mesquite,TX,32.7602,-96.5865,149848
Mauldin,SC,34.7821,-82.3032,149687
Panama City,FL,30.1995,-85.6003,149366
Bellevue,WA,47.5951,-122.1535,149365
Naperville,IL,41.7480,-88.1659,149013
Harlingen,TX,26.1916,-97.6977,148545
Tuscaloosa,AL,33.2348,-87.5268,148523
Elkhart,IN,41.6916,-85.9627,147679
Torrance,CA,33.8346,-118.3416,147156
Binghamton,NY,42.1014,-75.9093,146870
Houma,LA,29.5800,-90.7059,146665
Topeka,KS,39.0346,-95.6955,146473
Roseville,CA,38.7703,-121.3196,145687
Fairfield,CA,38.2583,-122.0335,145163
Tyler,TX,32.3184,-95.3062,143895
Fullerton,CA,33.8841,-117.9279,142964
Pueblo,CO,38.2701,-104.6114,142727
Athens,GA,33.9508,-83.3689,142277
Santa Maria,CA,34.9333,-120.4431,142230
Surprise,AZ,33.6815,-112.4515,141875
Charleston,WV,38.3484,-81.6322,141640
Las Cruces,NM,32.3265,-106.7893,141399
Metairie,LA,29.9977,-90.1780,140590
Thornton,CO,39.9197,-104.9438,140538
Olathe,KS,38.8833,-94.8200,140339
Carolina,PR,18.4054,-65.9792,139735
Gainesville,GA,34.2902,-83.8294,139507
West Valley City,UT,40.6886,-112.0123,139361
Orange,CA,33.8038,-117.8218,139195
Warren,MI,42.4934,-83.0270,138996
Pasadena,CA,34.1597,-118.1390,138771
Beaumont,TX,30.0849,-94.1451,137549
Burlington,NC,36.0760,-79.4685,137096
Hampton,VA,37.0551,-76.3630,136748
Columbia,MO,38.9472,-92.3268,136736
Yuma,AZ,32.5995,-114.5491,135933
Elizabeth,NJ,40.6658,-74.1913,135772
Racine,WI,42.7274,-87.8135,135352
Greeley,CO,40.4152,-104.7706,135270
Kent,WA,47.3887,-122.2128,134890
Stamford,CT,41.1039,-73.5585,134820
Odessa,TX,31.8801,-102.3448,134793
Bloomington,IL,40.4757,-88.9703,134357
Miramar,FL,25.9773,-80.3351,134306
Grand Junction,CO,39.0877,-108.5673,134074
Sterling Heights,MI,42.5809,-83.0305,134062
Coral Springs,FL,26.2702,-80.2591,133693
Johnson City,TN,36.3406,-82.3806,131902
Carrollton,TX,32.9890,-96.8999,131388
Midland,TX,32.0243,-102.1147,130765
Yakima,WA,46.5923,-120.5496,130440
Bellingham,WA,48.7548,-122.4690,129601
Yuba City,CA,39.1357,-121.6383,129536
South Lyon,MI,42.4614,-83.6526,128071
Santa Clara,CA,37.3646,-121.9680,127922
St. George,UT,37.0758,-113.5752,127890
Fort Smith,AR,35.3495,-94.3695,127699
Simi Valley,CA,34.2663,-118.7490,127158
Dover,DE,39.1610,-75.5202,125931
Norman,OK,35.2335,-97.3471,125745
Abilene,TX,32.4543,-99.7384,125474
Billings,MT,45.7891,-108.5526,124973
Ponce,PR,18.0127,-66.6212,124719
Lehigh Acres,FL,26.6120,-81.6388,123751
St. Cloud,MN,45.5340,-94.1718,123569
Arecibo,PR,18.4491,-66.7387,123499
Kenosha,WI,42.5865,-87.8773,123061
Greenville,NC,35.5943,-77.3760,122921
Arvada,CO,39.8320,-105.1510,122903
Pearland,TX,29.5581,-95.3218,122609
Independence,MO,39.0871,-94.3501,122230
Texas City,TX,29.4154,-94.9682,122017
Redding,CA,40.5698,-122.3650,121498
Lynchburg,VA,37.4003,-79.1909,120877
Boulder,CO,40.0248,-105.2524,120818
Iowa City,IA,41.6559,-91.5303,120015
Rochester,MN,44.0154,-92.4780,119732
Berkeley,CA,37.8722,-122.2760,119607
Waldorf,MD,38.6085,-76.9194,119442
The Villages,FL,28.9034,-81.9887,119296
Duluth,MN,46.7756,-92.1393,118975
East Los Angeles,CA,34.0326,-118.1691,118964
Saginaw,MI,43.4199,-83.9501,118845
Clovis,CA,36.8278,-119.6830,118488
Leominster,MA,42.5209,-71.7717,118190
Round Rock,TX,30.5270,-97.6642,117735
Monroe,LA,32.5185,-92.0774,117197
Cambridge,MA,42.3759,-71.1185,116892
Clearwater,FL,27.9790,-82.7623,116616
Seaside,CA,36.6224,-121.8199,116189
West Jordan,UT,40.6024,-112.0008,116045
Richardson,TX,32.9716,-96.7093,115904
West Palm Beach,FL,26.7469,-80.1320,115877
Temple,TX,31.1068,-97.3891,115809
Burlington,VT,44.4876,-73.2316,115682
Richmond,CA,37.9477,-122.3389,115677
Westminster,CO,39.8837,-105.0624,115535
Pottstown,PA,40.2508,-75.6445,115413
Brandon,FL,27.9367,-82.3000,115330
Rock Hill,SC,34.9415,-81.0241,115292
Meridian,ID,43.6116,-116.3977,115227
Coeur d'Alene,ID,47.7040,-116.7936,114880
Carlsbad,CA,33.1246,-117.2834,114858
Lowell,MA,42.6389,-71.3217,114804
Waterloo,IA,42.4918,-92.3522,114594
North Charleston,SC,32.9067,-80.0722,114542
Gilroy,CA,37.0046,-121.5854,114461
Downey,CA,33.9379,-118.1311,114293
Gresham,OR,45.5021,-122.4413,114164
Elgin,IL,42.0383,-88.3240,114156
Utica,NY,43.0962,-75.2261,112948
Broken Arrow,OK,36.0380,-95.7806,112751
Costa Mesa,CA,33.6667,-117.9135,112148
Chico,CA,39.7578,-121.8161,112132
Sioux City,IA,42.4959,-96.3901,111924
League City,TX,29.4874,-95.1087,111847
Miami Gardens,FL,25.9433,-80.2426,111706
Pompano Beach,FL,26.2428,-80.1312,111423
San Buenaventura,CA,34.2741,-119.2314,110572
Everett,WA,47.9525,-122.1669,110438
El Centro,CA,32.7865,-115.5595,110434
Sugar Land,TX,29.5935,-95.6358,110272
El Monte,CA,34.0739,-118.0291,110144
Lewisville,TX,33.0454,-96.9815,110077
West Covina,CA,34.0555,-117.9113,109396
Temecula,CA,33.4928,-117.1315,109376
Bend,OR,44.0563,-121.3095,109224
Salisbury,MD,38.3756,-75.5865,108982
Jacksonville,NC,34.7289,-77.3941,108549
Inglewood,CA,33.9566,-118.3444,108206
Dearborn,MI,42.3127,-83.2130,107985
Centennial,CO,39.5926,-104.8673,107972
Burbank,CA,34.1879,-118.3235,107364
Sparks,NV,39.5736,-119.7161,106900
Sandy Springs,GA,33.9366,-84.3703,106605
Bloomington,IN,39.1637,-86.5257,106327
Logan,UT,41.7399,-111.8422,106319
Kailua,HI,21.3920,-157.7396,106260
El Cajon,CA,32.8017,-116.9604,106043
Hillsboro,OR,45.5273,-122.9360,105909
South Fulton,GA,33.6273,-84.5800,105551
Renton,WA,47.4784,-122.1918,105313
Mandeville,LA,30.3751,-90.0904,105097
San Mateo,CA,37.5522,-122.3121,105087
Columbia,MD,39.2004,-76.8590,105086
Daly City,CA,37.6862,-122.4685,104914
Davie,FL,26.0789,-80.2870,104782
Jurupa Valley,CA,34.0010,-117.4706,104684
Brockton,MA,42.0821,-71.0242,104216
Longmont,CO,40.1686,-105.1005,104035
Rialto,CA,34.1175,-117.3892,103799
San Germán,PR,18.0827,-67.0460,103747
Eau Claire,WI,44.8197,-91.4948,103586
Turlock,CA,37.5053,-120.8588,103359
Norwalk,CA,33.9069,-118.0829,103330
Highlands Ranch,CO,39.5419,-104.9708,103238
Allen,TX,33.1088,-96.6735,102778
Wichita Falls,TX,33.9072,-98.5291,102563
Rio Rancho,NM,35.2873,-106.6982,102403
Vacaville,CA,38.3587,-121.9673,102256
Spokane Valley,WA,47.6626,-117.2346,102178
Charlottesville,VA,38.0375,-78.4855,102164
Idaho Falls,ID,43.4871,-112.0362,101326
Menifee,CA,33.6909,-117.1849,101089
Lee's Summit,MO,38.9171,-94.3816,100772
Quincy,MA,42.2506,-71.0187,100544
San Angelo,TX,31.4424,-100.4504,100330
Lynn,MA,42.4781,-70.9664,100233
Holland,MI,42.7677,-86.0984,100202
Federal Way,WA,47.3091,-122.3358,99792
Manteca,CA,37.7927,-121.2264,99764
Lafayette,CO,39.9946,-105.0998,99475
Santa Fe,NM,35.6619,-105.9819,99439
Hesperia,CA,34.3975,-117.3147,99287
La Crosse,WI,43.8241,-91.2268,99227
Riverview,FL,27.8227,-82.3023,98928
Kingsport,TN,36.5224,-82.5454,98767
Edinburg,TX,26.3196,-98.1597,98759
Vista,CA,33.1896,-117.2386,98651
Bowling Green,KY,36.9716,-86.4378,98537
Carmel,IN,39.9650,-86.1460,98137
Longview,TX,32.5193,-94.7622,98075
Tracy,CA,37.7269,-121.4523,98022
Prescott Valley,AZ,34.5980,-112.3185,97901
Beaverton,OR,45.4779,-122.8168,97466
Portsmouth,NH,43.0580,-70.7826,97455
Portsmouth,VA,36.8468,-76.3540,97454
Fishers,IN,39.9588,-85.9659,97154
Orem,UT,40.2981,-111.6994,96734
Sandy,UT,40.5709,-111.8506,96272
Sunrise,FL,26.1547,-80.2997,96220
San Tan Valley,AZ,33.1786,-111.5629,96127
Compton,CA,33.8930,-118.2274,96083
Arden-Arcade,CA,38.6017,-121.3845,95909
Hanford,CA,36.3274,-119.6549,95459
Boca Raton,FL,26.3752,-80.1080,95347
Middletown,OH,39.5033,-84.3659,95296
Livonia,MI,42.3972,-83.3733,95294
Carson,CA,33.8374,-118.2559,95104
Lawrence,KS,38.9597,-95.2642,94745
Slidell,LA,30.2887,-89.7828,94498
Blacksburg,VA,37.2300,-80.4279,94398
San Marcos,CA,33.1350,-117.1743,94313
Goodyear,AZ,33.2614,-112.3622,93651
Edmond,OK,35.6689,-97.4160,93522
Mayagüez,PR,18.2003,-67.1397,93426
Fall River,MA,41.7136,-71.1015,93339
South Gate,CA,33.9447,-118.1926,93308
Suffolk,VA,36.6953,-76.6398,93268
Terre Haute,IN,39.4660,-87.3751,93247
Missoula,MT,46.8751,-114.0214,92863
Santa Monica,CA,34.0235,-118.4810,92828
Roswell,GA,34.0391,-84.3513,92688
Vineland,NJ,39.4653,-74.9981,92364
Plantation,FL,26.1259,-80.2617,92212
Alafaya,FL,28.5280,-81.1868,92080
Kirkland,WA,47.6970,-122.2057,91656
Hoover,AL,33.3763,-86.8068,91371
Westminster,CA,33.7523,-117.9938,91267
Lawton,OK,34.6175,-98.4202,91247
San Leandro,CA,37.7074,-122.1599,91176
Auburn,AL,32.6087,-85.4903,91047
Norwalk,CT,41.1144,-73.4215,90821
O'Fallon,MO,38.7850,-90.7175,90802
Chino,CA,33.9836,-117.6654,90279
Germantown,MD,39.1755,-77.2643,90235
Dover,NH,43.1887,-70.8845,89874
Bismarck,ND,46.8143,-100.7694,89825
Waukegan,IL,42.3698,-87.8716,89751
Buckeye,AZ,33.4314,-112.6429,89711
Town 'n' Country,FL,28.0106,-82.5763,89679
Clifton,NJ,40.8630,-74.1575,89460
Bloomington,MN,44.8306,-93.3151,89436
Mount Pleasant,SC,32.8537,-79.8203,88900
Florence,SC,34.1780,-79.7898,88709
Newton,MA,42.3316,-71.2085,88647
State College,PA,40.7909,-77.8567,88526
Livermore,CA,37.6868,-121.7607,88403
Rapid City,SD,44.0716,-103.2204,88076
Decatur,IL,39.8557,-88.9342,88002
Dalton,GA,34.7690,-84.9720,87944
Conroe,TX,30.3238,-95.4824,87930
Hawthorne,CA,33.9147,-118.3476,87863
Lawrence,MA,42.7002,-71.1626,87798
New Braunfels,TX,29.6994,-98.1148,87549
Citrus Heights,CA,38.6948,-121.2880,87521
Jackson,MI,42.2431,-84.4038,87230
Whittier,CA,33.9678,-118.0188,87184
Muncie,IN,40.1989,-85.3950,87037
Troy,MI,42.5817,-83.1457,86912
Homosassa Springs,FL,28.8119,-82.5392,86578
Port Huron,MI,42.9821,-82.4388,86440
Napa,CA,38.2975,-122.3010,86130
Deerfield Beach,FL,26.3050,-80.1277,86062
Springdale,AR,36.1901,-94.1574,85887
Newport Beach,CA,33.6151,-117.8668,85806
Anderson,IN,40.0891,-85.6892,85700
San Ramon,CA,37.7624,-121.9365,85688
Lake Forest,CA,33.6605,-117.6714,85516
Mission,TX,26.2039,-98.3256,85311
Auburn,WA,47.3039,-122.2108,85306
Brooklyn Park,MN,45.1112,-93.3505,85247
Bryan,TX,30.6650,-96.3807,85204
Springfield,OH,39.9300,-83.7959,85121
Hattiesburg,MS,31.3074,-89.3170,85086
Westland,MI,42.3192,-83.3805,84961
Cicero,IL,41.8445,-87.7593,84905
Albany,GA,31.5776,-84.1762,84901
Fort Myers,FL,26.6194,-81.8302,84694
Pine Hills,FL,28.5818,-81.4692,84289
Atascocita,TX,29.9777,-95.1953,84222
Buena Park,CA,33.8572,-118.0046,83974
Redwood City,CA,37.5025,-122.2253,83905
Farmington Hills,MI,42.4860,-83.3771,83749
Alton,IL,38.9037,-90.1520,83705
Melbourne,FL,28.1086,-80.6627,83500
Miami Beach,FL,25.8171,-80.1396,83469
Alhambra,CA,34.0840,-118.1355,83174
Williamsburg,VA,37.2693,-76.7076,83021
Madera,CA,36.9630,-120.0778,82772
Warwick,RI,41.7062,-71.4334,82666
Cranston,RI,41.7658,-71.4858,82654
Baytown,TX,29.7587,-94.9671,82543
Largo,FL,27.9088,-82.7712,82505
Silver Spring,MD,39.0028,-77.0207,82472
Lakewood,CA,33.8471,-118.1222,82419
Mountain View,CA,37.4001,-122.0796,82409
Kankakee,IL,41.1020,-87.8643,82095
Johns Creek,GA,34.0333,-84.2027,82068
Flagstaff,AZ,35.1872,-111.6194,81682
Franklin,TN,35.9200,-86.8516,81531
Joplin,MO,37.0757,-94.5018,81025
Parma,OH,41.3843,-81.7286,80880
Layton,UT,41.0770,-111.9620,80858
New Rochelle,NY,40.9304,-73.7836,80685
Anderson,SC,34.5211,-82.6478,80657
Lebanon,PA,40.3412,-76.4228,80620
Somerville,MA,42.3908,-71.1014,80608
Yauco,PR,18.0344,-66.8615,80307
St. Joseph,MO,39.7598,-94.8210,80099
Plymouth,MN,45.0225,-93.4617,80034
Tustin,CA,33.7311,-117.8107,79895
Zephyrhills,FL,28.2409,-82.1797,79795
Milpitas,CA,37.4336,-121.8921,79593
Florence,AL,34.8303,-87.6655,79590
Pleasanton,CA,37.6663,-121.8805,79558
Boynton Beach,FL,26.5281,-80.0811,79479
Texarkana,TX,33.4500,-94.0847,79304
Folsom,CA,38.6668,-121.1422,79201
Bellflower,CA,33.8880,-118.1271,79070
