city,state_id,lat,lng,population
Granite City,IL,38.7296,-90.1268,27336
Short Pump,VA,37.6549,-77.6201,27332
Huntley,IL,42.1599,-88.4330,27314
Garden City,MI,42.3244,-83.3412,27268
Green,OH,40.9483,-81.4757,27267
Fremont,NE,41.4395,-96.4873,27245
Prior Lake,MN,44.7246,-93.4419,27242
McHenry,IL,42.3387,-88.2932,27237
Neenah,WI,44.1669,-88.4767,27194
Benicia,CA,38.0725,-122.1526,27191
Twentynine Palms,CA,34.1478,-116.0659,27176
West Linn,OR,45.3670,-122.6399,27173
Lindenhurst,NY,40.6858,-73.3710,27169
Plum,PA,40.5024,-79.7495,27123
Daphne,AL,30.6263,-87.8816,27088
Pearl,MS,32.2730,-90.0918,27017
Lochearn,MD,39.3461,-76.7307,26995
Alvin,TX,29.3872,-95.2938,26982
Hutto,TX,30.5396,-97.5440,26971
Holbrook,NY,40.7944,-73.0700,26958
New Lenox,IL,41.5095,-87.9703,26942
Thomasville,NC,35.8813,-80.0807,26941
Crestview,FL,30.7477,-86.5785,26934
Sun City Center,FL,27.7150,-82.3569,26920
Auburn,NY,42.9338,-76.5685,26913
Shoreview,MN,45.0842,-93.1358,26871
South Pasadena,CA,34.1103,-118.1573,26837
Gladstone,MO,39.2134,-94.5592,26825
Deer Park,NY,40.7623,-73.3218,26803
Sachse,TX,32.9726,-96.5793,26797
Key West,FL,24.5642,-81.7775,26776
Carrollton,GA,33.5818,-85.0838,26773
Eureka,CA,40.7943,-124.1564,26763
Wooster,OH,40.8172,-81.9336,26753
Asheboro,NC,35.7158,-79.8127,26729
Fortuna Foothills,AZ,32.6616,-114.3974,26727
Vernon Hills,IL,42.2340,-87.9608,26723
Leisure City,FL,25.4935,-80.4363,26667
Plainview,NY,40.7832,-73.4732,26665
Paramus,NJ,40.9455,-74.0712,26650
Lemoore,CA,36.2949,-119.7983,26631
Horn Lake,MS,34.9512,-90.0501,26623
Palm Springs,FL,26.6348,-80.0969,26611
Superior,WI,46.6941,-92.0823,26601
Temple Terrace,FL,28.0436,-82.3773,26585
Windsor,CA,38.5422,-122.8089,26548
Ruskin,FL,27.7065,-82.4209,26536
Haines City,FL,28.1102,-81.6157,26510
East Chicago,IN,41.6469,-87.4545,26502
Brawley,CA,32.9783,-115.5287,26431
South Portland,ME,43.6310,-70.2895,26428
Sanger,CA,36.6990,-119.5575,26424
Cabot,AR,34.9766,-92.0274,26411
Kernersville,NC,36.1065,-80.0842,26376
Suitland,MD,38.8492,-76.9225,26375
Imperial Beach,CA,32.5693,-117.1180,26375
Owatonna,MN,44.0912,-93.2312,26366
Sun City West,AZ,33.6695,-112.3573,26354
West Whittier-Los Nietos,CA,33.9759,-118.0689,26275
Union City,GA,33.5942,-84.5629,26273
Batavia,IL,41.8479,-88.3109,26261
Paducah,KY,37.0711,-88.6440,26248
Mint Hill,NC,35.1783,-80.6528,26236
Homewood,AL,33.4619,-86.8090,26206
Big Spring,TX,32.2389,-101.4799,26199
Winona,MN,44.0505,-91.6684,26199
Norco,CA,33.9252,-117.5498,26176
Bessemer,AL,33.3712,-86.9728,26171
Tysons,VA,38.9215,-77.2273,26171
Troy,OH,40.0437,-84.2186,26093
South Salt Lake,UT,40.7057,-111.8986,26086
Lockport,IL,41.5906,-88.0293,26070
Hercules,CA,38.0064,-122.2564,26050
Austin,MN,43.6721,-92.9784,26030
Medina,OH,41.1358,-81.8695,26011
Ridgewood,NJ,40.9821,-74.1127,25991
Lodi,NJ,40.8784,-74.0814,25983
Oak Ridge,FL,28.4727,-81.4169,25973
Grandview,MO,38.8802,-94.5227,25931
Columbine,CO,39.5879,-105.0694,25924
El Cerrito,CA,37.9196,-122.3025,25898
Wilsonville,OR,45.3109,-122.7702,25887
West Chicago,IL,41.8960,-88.2253,25881
Woodburn,OR,45.1472,-122.8603,25877
Coral Terrace,FL,25.7464,-80.3049,25869
Oxford,MS,34.3627,-89.5336,25859
Inkster,MI,42.2935,-83.3148,25849
Fort Washington,MD,38.7339,-77.0069,25840
Woodstock,IL,42.3096,-88.4353,25829
Colleyville,TX,32.8913,-97.1486,25827
Camas,WA,45.6005,-122.4304,25774
Rockville Centre,NY,40.6643,-73.6383,25768
West Melbourne,FL,28.0694,-80.6736,25768
Forest Grove,OR,45.5243,-123.1097,25767
Holt,MI,42.6416,-84.5308,25755
Stevens Point,WI,44.5241,-89.5507,25752
North Tustin,CA,33.7636,-117.7947,25708
Ives Estates,FL,25.9632,-80.1830,25689
Chanhassen,MN,44.8546,-93.5621,25646
Cloverleaf,TX,29.7882,-95.1724,25576
Mill Creek East,WA,47.8361,-122.1877,25528
Ladera Ranch,CA,33.5492,-117.6417,25526
Cliffside Park,NJ,40.8222,-73.9879,25515
Rosemount,MN,44.7466,-93.0661,25513
Mercer Island,WA,47.5661,-122.2320,25506
Palm River-Clair Mel,FL,27.9239,-82.3791,25492
Clayton,NC,35.6590,-78.4498,25486
Palm City,FL,27.1735,-80.2862,25486
Maywood,CA,33.9886,-118.1877,25477
Elk River,MN,45.3314,-93.5670,25467
Hazelwood,MO,38.7931,-90.3899,25466
Melrose Park,IL,41.9030,-87.8636,25417
Kingsville,TX,27.5094,-97.8610,25415
Xenia,OH,39.6829,-83.9413,25411
Keystone,FL,28.1312,-82.5999,25397
Terrytown,LA,29.9014,-90.0279,25388
Galt,CA,38.2698,-121.3004,25385
Lafayette,CA,37.8919,-122.1189,25384
Ottumwa,IA,41.0195,-92.4186,25379
Derby,KS,37.5571,-97.2551,25365
Silver Springs Shores,FL,29.1126,-82.0149,25363
Staunton,VA,38.1593,-79.0611,25358
Florence,AZ,33.0590,-111.4209,25356
Moscow,ID,46.7308,-116.9986,25336
Salem,VA,37.2864,-80.0555,25335
Fairland,MD,39.0803,-76.9527,25324
Newport,RI,41.4801,-71.3203,25322
Barberton,OH,41.0095,-81.6037,25309
Peekskill,NY,41.2884,-73.9227,25304
Caledonia,WI,42.7986,-87.8762,25288
Pooler,GA,32.1043,-81.2569,25284
Cave Spring,VA,37.2254,-80.0072,25248
Hastings,NE,40.5961,-98.3900,25247
Edwardsville,IL,38.7922,-89.9874,25236
De Pere,WI,44.4308,-88.0785,25216
Seal Beach,CA,33.7542,-118.0714,25216
Athens,AL,34.7843,-86.9503,25213
Jenks,OK,35.9981,-95.9736,25210
Bayonet Point,FL,28.3254,-82.6834,25200
Belvidere,IL,42.2543,-88.8649,25179
Okemos,MI,42.7057,-84.4135,25179
Watertown,NY,43.9734,-75.9094,25172
Reedley,CA,36.5988,-119.4471,25168
Walker,MI,42.9853,-85.7446,25149
Tarpon Springs,FL,28.1493,-82.7623,25138
Barstow,CA,34.8661,-117.0471,25123
Franklin,IN,39.4948,-86.0544,25112
Newberg,OR,45.3075,-122.9601,25108
Soledad,CA,36.4432,-121.3426,25102
Carteret,NJ,40.5849,-74.2284,25077
Sandusky,OH,41.4468,-82.7024,25066
Arnold,MD,39.0437,-76.4974,25056
Bloomingdale,FL,27.8784,-82.2624,25042
Norton Shores,MI,43.1621,-86.2519,25040
University Park,TX,32.8506,-96.7937,25029
Trussville,AL,33.6405,-86.5815,25027
Avon Lake,OH,41.4944,-82.0159,25005
Edgewood,MD,39.4190,-76.2964,25004
Morton Grove,IL,42.0423,-87.7890,25004
Bay Point,CA,38.0329,-121.9615,24999
Wyandotte,MI,42.2113,-83.1558,24992
Muskego,WI,42.8860,-88.1291,24991
Romulus,MI,42.2237,-83.3660,24977
South Bradenton,FL,27.4612,-82.5822,24972
Norfolk,NE,42.0324,-97.4217,24964
Northdale,FL,28.1058,-82.5263,24924
Marysville,OH,40.2279,-83.3595,24922
Brandon,MS,32.2778,-89.9896,24887
Venice,FL,27.1184,-82.4137,24876
Tumwater,WA,46.9891,-122.9175,24855
Dickinson,ND,46.8918,-102.7925,24851
Sebastian,FL,27.7822,-80.4819,24843
Ardmore,OK,34.1949,-97.1256,24829
Somerset,NJ,40.5083,-74.5010,24827
Fort Dodge,IA,42.5098,-94.1751,24826
Mequon,WI,43.2352,-87.9839,24814
Wright,FL,30.4445,-86.6419,24814
San Benito,TX,26.1298,-97.6440,24812
Zanesville,OH,39.9565,-82.0132,24809
Apollo Beach,FL,27.7618,-82.4003,24790
Fort Hood,TX,31.1357,-97.7834,24781
Moses Lake,WA,47.1279,-119.2759,24764
Dix Hills,NY,40.8033,-73.3375,24739
Riverbank,CA,37.7260,-120.9433,24714
Loma Linda,CA,34.0450,-117.2498,24712
Medford,NY,40.8220,-72.9859,24702
Port St. John,FL,28.4757,-80.8104,24677
West Memphis,AR,35.1530,-90.1996,24666
Homer Glen,IL,41.6043,-87.9497,24664
Zion,IL,42.4603,-87.8511,24660
Socastee,SC,33.6871,-79.0086,24657
Clinton,IA,41.8435,-90.2412,24651
Carolina Forest,SC,33.7651,-78.9130,24642
Perrysburg,OH,41.5377,-83.6413,24633
Westmont,IL,41.7948,-87.9742,24632
Collinsville,IL,38.6770,-90.0063,24627
Greenbelt,MD,38.9953,-76.8885,24602
Sugar Hill,GA,34.1080,-84.0558,24599
Corsicana,TX,32.0824,-96.4665,24589
Starkville,MS,33.4608,-88.8297,24578
Herndon,VA,38.9699,-77.3867,24574
North Lynnwood,WA,47.8533,-122.2762,24562
Bainbridge Island,WA,47.6439,-122.5434,24557
Selma,CA,36.5715,-119.6143,24545
Avon,OH,41.4485,-82.0187,24542
White Bear Lake,MN,45.0656,-93.0150,24520
Elmwood Park,IL,41.9225,-87.8163,24517
Landover,MD,38.9241,-76.8875,24508
Athens,OH,39.3270,-82.0987,24507
Bailey's Crossroads,VA,38.8477,-77.1305,24501
Ponca City,OK,36.7235,-97.0677,24499
Riverside,OH,39.7835,-84.1219,24472
Fish Hawk,FL,27.8511,-82.2164,24463
North Potomac,MD,39.0955,-77.2373,24449
Paris,TX,33.6688,-95.5460,24447
Dinuba,CA,36.5453,-119.3987,24383
Rosemont,CA,38.5478,-121.3553,24343
Decatur,GA,33.7711,-84.2963,24334
Ridgeland,MS,32.4236,-90.1481,24330
Palmetto Bay,FL,25.6219,-80.3221,24327
Denison,TX,33.7672,-96.5808,24324
Faribault,MN,44.2996,-93.2789,24310
Rolling Meadows,IL,42.0747,-88.0252,24300
Centerville,OH,39.6339,-84.1449,24281
Oak Harbor,WA,48.2964,-122.6333,24267
Kalispell,MT,48.2153,-114.3274,24260
South Plainfield,NJ,40.5748,-74.4152,24251
Benbrook,TX,32.6788,-97.4637,24248
North Laurel,MD,39.1285,-76.8476,24233
Emporia,KS,38.4028,-96.1932,24220
Auburn Hills,MI,42.6735,-83.2448,24202
Westchase,FL,28.0597,-82.6110,24185
Burlington,IA,40.8071,-91.1247,24160
Pelham,AL,33.3114,-86.7573,24134
Elkridge,MD,39.1941,-76.7428,24115
Freeport,IL,42.2891,-89.6346,24087
San Fernando,CA,34.2886,-118.4362,24086
Kerrville,TX,30.0398,-99.1320,24071
Solon,OH,41.3865,-81.4400,24070
Fort Mill,SC,35.0061,-80.9389,24069
Wekiwa Springs,FL,28.6984,-81.4251,24049
North Augusta,SC,33.5214,-81.9547,24013
Willowbrook,CA,33.9209,-118.2356,24006
Allendale,MI,42.9845,-85.9499,23999
Farmington,UT,40.9845,-111.9065,23990
Lisle,IL,41.7918,-88.0888,23982
Fairfax,VA,38.8531,-77.2997,23980
Kingston,NY,41.9295,-73.9968,23972
Columbus,NE,41.4366,-97.3565,23954
Fresno,TX,29.5357,-95.4696,23921
Champlin,MN,45.1702,-93.3903,23877
Papillion,NE,41.1511,-96.0665,23875
Columbus,MS,33.5088,-88.4096,23858
King of Prussia,PA,40.0963,-75.3821,23841
Belton,MO,38.8192,-94.5335,23832
Lutz,FL,28.1396,-82.4467,23827
Webster Groves,MO,38.5866,-90.3544,23817
Cockeysville,MD,39.4804,-76.6294,23803
Auburn,ME,44.0851,-70.2492,23790
Wadsworth,OH,41.0279,-81.7323,23789
Mandan,ND,46.8290,-100.8870,23784
Kuna,ID,43.4880,-116.3933,23765
Muscatine,IA,41.4195,-91.0680,23759
Willoughby,OH,41.6459,-81.4084,23753
South Elgin,IL,41.9906,-88.3135,23749
Munster,IN,41.5468,-87.5040,23717
Yukon,OK,35.5201,-97.7639,23697
Highland,IN,41.5483,-87.4588,23695
Saginaw,TX,32.8657,-97.3654,23676
Watauga,TX,32.8719,-97.2515,23649
Ashland,CA,37.6942,-122.1159,23640
Fountain Hills,AZ,33.6073,-111.7398,23639
Chantilly,VA,38.8868,-77.4453,23564
West Springfield,VA,38.7771,-77.2268,23562
Kenmore,WA,47.7516,-122.2489,23556
Copiague,NY,40.6707,-73.3922,23552
Roseburg,OR,43.2231,-123.3520,23551
Maywood,IL,41.8798,-87.8442,23547
North Platte,NE,41.1263,-100.7641,23543
Cataño,PR,18.4375,-66.1440,23536
Pace,FL,30.6188,-87.1667,23527
Vega Baja,PR,18.4406,-66.3997,23527
Patterson,CA,37.4758,-121.1536,23517
Maple Heights,OH,41.4094,-81.5625,23511
Rock Springs,WY,41.5947,-109.2209,23505
Jacksonville Beach,FL,30.2782,-81.4045,23492
Happy Valley,OR,45.4358,-122.5081,23442
Waukee,IA,41.5985,-93.8869,23441
Brookings,SD,44.3022,-96.7859,23432
Johnston,IA,41.6910,-93.7234,23418
Calabasas,CA,34.1375,-118.6689,23410
Farragut,TN,35.8731,-84.1821,23388
Taylors,SC,34.9157,-82.3124,23348
Jasmine Estates,FL,28.2930,-82.6907,23334
Waverly,MI,42.7401,-84.6354,23328
Linda,CA,39.1241,-121.5421,23304
Griffin,GA,33.2418,-84.2748,23300
New Brighton,MN,45.0658,-93.2060,23293
Farmington,MN,44.6572,-93.1687,23253
Kapolei,HI,21.3399,-158.0677,23248
Loves Park,IL,42.3364,-88.9975,23223
Van Buren,AR,35.4483,-94.3528,23213
Clinton,UT,41.1395,-112.0656,23192
Simpsonville,SC,34.7287,-82.2569,23190
Christiansburg,VA,37.1406,-80.4036,23174
Allison Park,PA,40.5730,-79.9603,23160
Trotwood,OH,39.7926,-84.3165,23157
Crystal,MN,45.0377,-93.3599,23143
Mountain House,CA,37.7673,-121.5449,23132
Laguna Beach,CA,33.5455,-117.7613,23121
Ballenger Creek,MD,39.3807,-77.4206,23114
Eastmont,WA,47.8968,-122.1818,23088
Garden City,NY,40.7266,-73.6447,23087
Millbrae,CA,37.5994,-122.4023,23083
Searcy,AR,35.2418,-91.7351,23074
Lexington,SC,33.9890,-81.2202,23068
Gardner,KS,38.8122,-94.9275,23065
Union Hill-Novelty Hill,WA,47.6788,-122.0284,23060
Junction City,KS,39.0277,-96.8508,23033
Watertown,WI,43.1893,-88.7285,23030
Greenfield,IN,39.7937,-85.7738,23024
Hopewell,VA,37.2915,-77.2985,23020
Oakdale,CA,37.7618,-120.8468,23016
Shelbyville,TN,35.4987,-86.4517,23005
Cudahy,CA,33.9631,-118.1830,23003
West Puente Valley,CA,34.0513,-117.9681,23003
Hudson,OH,41.2399,-81.4408,23001
Middletown,DE,39.4450,-75.7183,23001
Roselle,IL,41.9809,-88.0861,23000
Brushy Creek,TX,30.5128,-97.7386,22972
Keene,NH,42.9494,-72.2998,22969
Edgewater,FL,28.9594,-80.9406,22952
East San Gabriel,CA,34.1157,-118.0791,22941
Blue Island,IL,41.6578,-87.6811,22934
Nixa,MO,37.0453,-93.2959,22925
Hialeah Gardens,FL,25.8878,-80.3569,22917
Camp Springs,MD,38.8052,-76.9199,22903
Candler-McAfee,GA,33.7267,-84.2723,22880
Machesney Park,IL,42.3666,-89.0266,22870
Belton,TX,31.0525,-97.4790,22866
Marshall,TX,32.5370,-94.3515,22862
Kihei,HI,20.7653,-156.4454,22840
Radcliff,KY,37.8204,-85.9365,22839
Prairie Village,KS,38.9874,-94.6362,22812
Leland,NC,34.2042,-78.0279,22794
Oxford,OH,39.5061,-84.7446,22783
Cottage Lake,WA,47.7466,-122.0755,22779
Forney,TX,32.7440,-96.4529,22770
Villa Park,IL,41.8865,-87.9779,22755
Anthem,AZ,33.8560,-112.1168,22750
Raymore,MO,38.8029,-94.4583,22722
East Peoria,IL,40.6736,-89.5419,22707
Pickerington,OH,39.8890,-82.7678,22682
Duncan,OK,34.5408,-97.9215,22664
Easley,SC,34.8188,-82.5827,22643
North Plainfield,NJ,40.6209,-74.4386,22635
Cartersville,GA,34.1644,-84.8009,22626
Sun Valley,NV,39.6104,-119.7770,22622
Corcoran,CA,36.0841,-119.5613,22616
Bellview,FL,30.4620,-87.3120,22613
Summit,NJ,40.7154,-74.3647,22598
Woodlawn,VA,38.7332,-77.1149,22590
Watertown,SD,44.9094,-97.1532,22577
Eustis,FL,28.8563,-81.6771,22532
Chester,VA,37.3531,-77.4342,22512
Roselle,NJ,40.6527,-74.2599,22511
Bloomingdale,IL,41.9497,-88.0895,22436
The Crossings,FL,25.6708,-80.4018,22382
Greenwood,SC,34.1947,-82.1542,22363
Fernley,NV,39.5627,-119.1906,22343
Biddeford,ME,43.4673,-70.4511,22331
Acworth,GA,34.0566,-84.6716,22330
Ruston,LA,32.5328,-92.6363,22286
Hillsborough,NJ,40.5069,-74.6523,22273
Albertville,AL,34.2633,-86.2108,22268
Martha Lake,WA,47.8479,-122.2327,22251
Massapequa,NY,40.6676,-73.4706,22249
Golden Valley,MN,44.9901,-93.3591,22247
Marina,CA,36.6810,-121.7892,22246
Sunny Isles Beach,FL,25.9385,-80.1246,22234
Bonney Lake,WA,47.1791,-122.1700,22229
Coralville,IA,41.6990,-91.5967,22226
Corinth,TX,33.1434,-97.0682,22216
Oxford,AL,33.5967,-85.8687,22210
Central Falls,RI,41.8901,-71.3934,22192
Mountain Brook,AL,33.4871,-86.7400,22184
Clarksville,IN,38.3220,-85.7673,22169
Florida Ridge,FL,27.5805,-80.3848,22151
Waynesboro,VA,38.0674,-78.9014,22149
Chambersburg,PA,39.9315,-77.6556,22141
Silver Firs,WA,47.8635,-122.1497,22122
Cherry Hill,VA,38.5696,-77.2895,22118
Bloomington,CA,34.0601,-117.4013,22107
Darien,IL,41.7448,-87.9822,22087
Horizon City,TX,31.6799,-106.1903,22075
Hastings,MN,44.7318,-92.8538,22063
Chillicothe,OH,39.3393,-82.9939,22047
West Carson,CA,33.8229,-118.2931,22024
Rancho San Diego,CA,32.7624,-116.9197,22019
DeBary,FL,28.8815,-81.3240,22015
Ensley,FL,30.5259,-87.2733,22015
West Rancho Dominguez,CA,33.9057,-118.2683,22007
Conway,SC,33.8401,-79.0431,22001
Pascagoula,MS,30.3666,-88.5506,22001
La Porte,IN,41.6069,-86.7142,21993
New Castle,PA,40.9956,-80.3458,21992
Brambleton,VA,38.9803,-77.5323,21986
Chalmette,LA,29.9438,-89.9660,21981
Winter Gardens,CA,32.8376,-116.9268,21978
East Ridge,TN,34.9973,-85.2285,21967
Montclair,VA,38.6111,-77.3400,21961
West Pensacola,FL,30.4263,-87.2679,21960
Port Hueneme,CA,34.1618,-119.2036,21954
Parsippany,NJ,40.8645,-74.4135,21931
Katy,TX,29.7905,-95.8353,21926
Gallup,NM,35.5182,-108.7431,21901
Hayesville,OR,44.9793,-122.9738,21887
South Euclid,OH,41.5240,-81.5245,21882
Mount Pleasant,MI,43.5966,-84.7759,21880
Alliance,OH,40.9107,-81.1189,21864
Ramona,CA,33.0474,-116.8766,21853
Sapulpa,OK,36.0091,-96.1003,21853
East Patchogue,NY,40.7704,-72.9817,21830
Fairhope,AL,30.5209,-87.8813,21825
Sanford,ME,43.4244,-70.7573,21812
Valinda,CA,34.0400,-117.9300,21811
Del City,OK,35.4483,-97.4408,21778
Vicksburg,MS,32.3173,-90.8868,21748
American Canyon,CA,38.1796,-122.2583,21735
Birmingham,MI,42.5446,-83.2166,21728
Evans,CO,40.3660,-104.7390,21727
Duarte,CA,34.1610,-117.9504,21723
Four Square Mile,CO,39.6808,-104.8880,21723
Brent,FL,30.4727,-87.2495,21717
Klamath Falls,OR,42.2195,-121.7754,21710
Bayou Cane,LA,29.6243,-90.7510,21699
Sedalia,MO,38.7059,-93.2340,21696
Ashland,KY,38.4592,-82.6448,21695
New Hope,MN,45.0375,-93.3869,21683
Granite Bay,CA,38.7601,-121.1714,21673
Yucca Valley,CA,34.1234,-116.4216,21663
Mililani Mauka,HI,21.4756,-157.9948,21657
Frederickson,WA,47.0916,-122.3603,21651
Hazel Dell,WA,45.6797,-122.6553,21650
Middleton,WI,43.1064,-89.5059,21634
Bear,DE,39.6189,-75.6808,21625
Columbia Heights,MN,45.0484,-93.2472,21612
Dolton,IL,41.6284,-87.5979,21588
Shelby,NC,35.2904,-81.5451,21564
Tukwila,WA,47.4750,-122.2728,21545
North Bellmore,NY,40.6904,-73.5390,21535
South Holland,IL,41.5977,-87.6022,21524
Rocky River,OH,41.4702,-81.8525,21515
Lennox,CA,33.9380,-118.3586,21514
Sulphur,LA,30.2286,-93.3566,21490
Geneva,IL,41.8833,-88.3242,21472
Rose Hill,VA,38.7872,-77.1085,21466
Secaucus,NJ,40.7810,-74.0659,21439
Holiday,FL,28.1864,-82.7429,21435
North Salt Lake,UT,40.8439,-111.9187,21411
Mukilteo,WA,47.9096,-122.3035,21409
Liberty Triangle,FL,29.0760,-82.2191,21409
Lorton,VA,38.6983,-77.2164,21394
Lakeside,CA,32.8560,-116.9040,21383
St. Andrews,SC,34.0510,-81.1057,21383
Park Forest,IL,41.4817,-87.6867,21368
South Lake Tahoe,CA,38.9393,-119.9828,21355
Ashland,OR,42.1905,-122.6992,21348
Dickinson,TX,29.4548,-95.0589,21336
Silverdale,WA,47.6663,-122.6828,21301
Baldwin,PA,40.3690,-79.9669,21274
Selden,NY,40.8714,-73.0466,21265
Elmwood Park,NJ,40.9049,-74.1201,21239
Carrboro,NC,35.9259,-79.0878,21237
Lealman,FL,27.8197,-82.6847,21213
Mountlake Terrace,WA,47.7921,-122.3077,21210
Pleasant Prairie,WI,42.5266,-87.8895,21193
Seymour,IN,38.9476,-85.8911,21192
Gardner,MA,42.5845,-71.9868,21183
East Moline,IL,41.5199,-90.3879,21181
Lino Lakes,MN,45.1679,-93.0830,21180
Milwaukie,OR,45.4445,-122.6219,21108
Payson,UT,40.0355,-111.7390,21093
Louisville,CO,39.9710,-105.1441,21091
Lindenwold,NJ,39.8173,-74.9898,21048
Clemmons,NC,36.0319,-80.3861,21032
Merrick,NY,40.6515,-73.5535,20990
McNair,VA,38.9513,-77.4115,20980
Harvey,LA,29.8876,-90.0666,20942
Rio Rico,AZ,31.4957,-110.9885,20914
Lomita,CA,33.7933,-118.3175,20884
Wade Hampton,SC,34.8821,-82.3336,20879
Lockport,NY,43.1698,-78.6956,20876
Ozark,MO,37.0365,-93.2158,20874
Hays,KS,38.8821,-99.3221,20870
Makakilo,HI,21.3591,-158.0813,20862
Avon,IN,39.7601,-86.3916,20848
Mineola,NY,40.7470,-73.6394,20837
Grayslake,IL,42.3405,-88.0338,20827
Willmar,MN,45.1216,-95.0569,20823
Murrysville,PA,40.4456,-79.6554,20810
Arnold,MO,38.4297,-90.3733,20808
Fort Walton Beach,FL,30.4255,-86.6222,20805
Hyattsville,MD,38.9613,-76.9548,20790
South Milwaukee,WI,42.9120,-87.8627,20785
Germantown,WI,43.2343,-88.1217,20780
Lebanon,OH,39.4254,-84.2133,20770
Langley Park,MD,38.9897,-76.9808,20769
Parma Heights,OH,41.3865,-81.7637,20764
Harvey,IL,41.6076,-87.6520,20751
West Hempstead,NY,40.6959,-73.6507,20729
Green Valley,AZ,31.8393,-111.0009,20729
Lincolnia,VA,38.8158,-77.1543,20704
North Ogden,UT,41.3123,-111.9584,20703
Mead Valley,CA,33.8333,-117.2852,20698
Helena,AL,33.2837,-86.8791,20680
Adrian,MI,41.8994,-84.0447,20674
Pittsburg,KS,37.4129,-94.6985,20667
Mill Creek,WA,47.8631,-122.2037,20665
Murphy,TX,33.0186,-96.6105,20655
South St. Paul,MN,44.8877,-93.0411,20637
Suwanee,GA,34.0508,-84.0686,20629
Coronado,CA,32.6649,-117.1604,20627
Libertyville,IL,42.2870,-87.9670,20616
La Cañada Flintridge,CA,34.2097,-118.2002,20613
Covington,WA,47.3667,-122.1045,20608
Tullahoma,TN,35.3721,-86.2172,20599
Rosamond,CA,34.8658,-118.2155,20574
Marquette,MI,46.5440,-87.4082,20561
Sidney,OH,40.2891,-84.1667,20559
Bethany,OK,35.5071,-97.6418,20542
Battle Ground,WA,45.7766,-122.5413,20536
Pleasantville,NJ,39.3900,-74.5169,20505
Stephenville,TX,32.2147,-98.2205,20504
Yorkville,IL,41.6563,-88.4507,20503
West St. Paul,MN,44.9018,-93.0858,20476
Snellville,GA,33.8562,-84.0038,20475
Ypsilanti,MI,42.2440,-83.6208,20448
Five Corners,WA,45.6883,-122.5738,20428
Oroville,CA,39.4999,-121.5634,20409
Bryant,AR,34.6152,-92.4914,20399
Elko,NV,40.8381,-115.7678,20391
Old Jamestown,MO,38.8394,-90.2847,20382
Hanahan,SC,32.9302,-80.0027,20381
Northfield,MN,44.4550,-93.1698,20374
Forest Lake,MN,45.2536,-92.9582,20366
Agoura Hills,CA,34.1510,-118.7609,20362
Piqua,OH,40.1506,-84.2441,20352
Monroe,MI,41.9155,-83.3849,20344
Lynbrook,NY,40.6579,-73.6742,20325
Painesville,OH,41.7240,-81.2536,20311
Crest Hill,IL,41.5723,-88.1124,20305
Rosedale,MD,39.3266,-76.5084,20296
Palisades Park,NJ,40.8472,-73.9966,20291
Glassboro,NJ,39.7014,-75.1113,20284
Sherwood,OR,45.3594,-122.8427,20281
East Northport,NY,40.8791,-73.3233,20281
Perry,GA,32.4720,-83.7283,20227
Saco,ME,43.5390,-70.4624,20203
Marion Oaks,FL,29.0011,-82.1953,20190
Bothell West,WA,47.8056,-122.2401,20180
Plainview,TX,34.1911,-101.7235,20180
Foley,AL,30.3983,-87.6650,20170
La Crescenta-Montrose,CA,34.2322,-118.2353,20149
Clifton,CO,39.0764,-108.4605,20122
Palm Valley,FL,30.2011,-81.3948,20115
Mayfield Heights,OH,41.5174,-81.4534,20113
Montrose,CO,38.4689,-107.8590,20098
Montgomery,IL,41.7237,-88.3633,20084
Westbrook,ME,43.6954,-70.3539,20074
Sherrelwood,CO,39.8390,-105.0014,20069
Shenandoah,LA,30.4019,-91.0020,20068
South Burlington,VT,44.4622,-73.2202,20042
Golden,CO,39.7406,-105.2118,20041
Frankfort,IL,41.4892,-87.8363,20040
Mesquite,NV,36.8032,-114.1330,20019
Whitehall,OH,39.9682,-82.8833,20004
Morristown,NJ,40.7967,-74.4772,20003
East Hemet,CA,33.7301,-116.9410,19998
Imperial,CA,32.8390,-115.5720,19982
North Liberty,IA,41.7438,-91.6112,19976
World Golf Village,FL,29.9654,-81.4896,19975
Plattsburgh,NY,44.6951,-73.4563,19969
Hauppauge,NY,40.8211,-73.2109,19967
Albany,CA,37.8897,-122.3018,19958
Rolla,MO,37.9459,-91.7607,19949
Pecan Grove,TX,29.6235,-95.7330,19944
Ennis,TX,32.3254,-96.6347,19942
Forest Park,OH,39.2861,-84.5258,19940
Oregon,OH,41.6524,-83.4321,19935
Sand Springs,OK,36.1353,-96.1283,19935
Portland,TX,27.8942,-97.3278,19914
Mokena,IL,41.5327,-87.8781,19897
Shafter,CA,35.4794,-119.2013,19897
Prunedale,CA,36.8064,-121.6555,19893
Port Angeles,WA,48.1141,-123.4565,19888
Kinston,NC,35.2747,-77.5939,19888
Evergreen Park,IL,41.7213,-87.7013,19884
Monroe,WA,47.8595,-121.9851,19879
Miamisburg,OH,39.6322,-84.2724,19878
Carlisle,PA,40.2000,-77.2034,19869
South El Monte,CA,34.0493,-118.0484,19860
Forest Park,GA,33.6209,-84.3590,19856
Mustang,OK,35.3917,-97.7246,19847
Arlington,WA,48.1701,-122.1442,19832
Nogales,AZ,31.3624,-110.9336,19829
Howard,WI,44.5703,-88.0928,19828
